BE,Y29,,,,H6.1,,0.66,,NL,,R4
BE,Y29,,,,H6.1,,16.998,,DE,,R13
BE,Y29,,,,H6.2,,10.173665999999999,,NL,,R4
BE,Y29,,,,H8,,1.29,,NL,D9,
BE,Y29,,,,H8,,381.49,,DE,D12,
BE,Y29,,,,H8,,106.298,,DE,,R4
BE,Y29,,,,H8,,6.122,,NL,,R4
BE,Y29,,,,H8,,254.581,,DE,,R5
BE,Y31,,,,,,62.12,,DE,,R4
BE,Y31,,,,,,14021.70025,,NL,,R5
BE,Y31,,,,,,2707.0766120000003,,NL,,R12
BE,Y31,,,,H8,,1311.437,,DE,,R4
BE,Y31,,,,H8,,3145.991,,ES,,R4
BE,Y31,,,,H8,,638.345,,FR,,R4
BE,Y31,,,,H8,,210.02,,FR,,R4
BE,Y31,,,,H8,,257.474375,,FR,,R4
BE,Y34,,,,,,141.3,,DE,,R5
BE,Y34,,,,,,16563.09,,DE,,R5
BE,Y34,,,,H8,,2210.85,,NL,D9,
BE,Y34,,,,H8,,618.25,,DE,,R1
BE,Y34,,,,H8,,2363.41,,DE,,R5
BE,Y34,,,,H8,,1637.7675,,DE,,R6
BE,Y34,,,,H8,,6037.861734,,FR,,R6
BE,Y35,,,,H8,,63.16,,DE,,R4
BE,Y35,,,,H12,,286.453732,,GB,,R5
BE,Y35,,,,H8,,2342.6132850000004,,DE,,R4
BE,Y35,,,,H8,,140.2,,DE,,R4
BE,Y36,,,,H11,,331.33,,FR,D10,
BE,Y36,,,,H11,,93.9842,,DE,,R4
BE,Y38,,,,H6.1,,93.975,,DE,,R12
BE,Y41,,,,H11,,568.106666,,NL,D10,
BE,Y41,,,,H3,,12328.860591,,FR,D10,
BE,Y42,,,,,,201.72,,NL,D9,
BE,Y42,,,,H3,,868.0,,DE,,R1
BE,Y42,,,,H3,,110.4,,FR,,R1
BE,Y42,,,,H3,,6592.415669,,FR,,R1
BE,Y42,,,,H3,,3135.807,,DE,,R2
BE,Y42,,,,H3,,508.831,,FR,,R2
